filename,time,participant_id,device_model,android_version,screen_width,screen_height,rank,product_name,price,rating,review_count
1747993770192_6.jpg,2025-05-23T11:49:30.192000,d4ad4a60-18a4-4ec6-8e80-13c56d27dfba,Xiaomi M2101K6G,31 (S) 12,1080,2177,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de bruit Noir,249.99,5.0,121
1748009913691_15.jpg,2025-05-23T16:18:33.691000,4f097143-75c2-4002-a45f-41cce4d57bbe,samsung SM-A546B,34 (UPSIDE_DOWN_CAKE) 14,1080,2221,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de bruit Noir,299.99,5.0,121
1748246919730_22.jpg,2025-05-26T10:08:39.730000,4f097143-75c2-4002-a45f-41cce4d57bbe,samsung SM-A546B,34 (UPSIDE_DOWN_CAKE) 14,1080,2221,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de bruit Noir,249.99,5.0,121
1748253330649_27.jpg,2025-05-26T11:55:30.649000,bb971212-fa95-41e3-927f-31ce3f9b282b,samsung SM-G970F,30 (R) 11,1080,2020,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de bruit...,249.99,5.0,121
1748262241822_55.jpg,2025-05-26T14:24:01.822000,085aad14-fa69-494f-a246-73983b2f1ea6,samsung SM-G970F,31 (S) 12,1080,2020,1,,249.99,5.0,121
1749634749576_64.jpg,2025-06-11T11:39:09.576000,4f097143-75c2-4002-a45f-41cce4d57bbe,samsung SM-A546B,34 (UPSIDE_DOWN_CAKE) 14,1080,2221,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de bruit Noir,249.99,4.5,122
1749634749807_65.jpg,2025-06-11T11:39:09.807000,b819b7eb-a594-4f66-b71b-ddb9b4068467,samsung SM-G970F,31 (S) 12,1080,2020,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de brui...,249.99,4.5,122
1750408065206_90.jpg,2025-06-20T10:27:45.206000,dbd53034-13cb-4a0f-ab16-945add3ad977,Xiaomi M2101K6G,31 (S) 12,1080,2177,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de bruit Noir,249.99,4.5,122
1750408088795_93.jpg,2025-06-20T10:28:08.795000,03a522c1-dd38-4a87-b496-9a2e384f3005,Fairphone FP3,33 (TIRAMISU) 13,1080,2022,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à...,249.99,4.5,122
1750408095980_95.jpg,2025-06-20T10:28:15.980000,5529d8aa-835d-4512-8f58-e18e6552b485,samsung SM-G998B,35 (VANILLA_ICE_CREAM) 15,1080,2400,1,,249.99,4.5,122
1750408205148_104.jpg,2025-06-20T10:30:05.148000,30b62867-8e9b-4ca0-9c6c-5600bf4f73b9,Fairphone FP4,34 (UPSIDE_DOWN_CAKE) 14,1080,2127,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de bruit Noir,249.99,4.5,122
1750408248080_109.jpg,2025-06-20T10:30:48.080000,12d19912-e251-4c3a-9ccd-2306acb3afe3,Google Pixel 4,33 (TIRAMISU) 13,1080,2214,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de bruit Noir,249.99,4.5,122
1750408279033_111.jpg,2025-06-20T10:31:19.033000,1bf06c05-78dd-4569-8292-1678353eb3f4,Google Pixel 4a,35 (VANILLA_ICE_CREAM) 15,1080,2340,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de bruit Noir,249.99,4.5,122
1750676040826_120.jpg,2025-06-23T12:54:00.826000,ad6cc28c-f2ac-436b-bcd6-bbf6daa98550,Google sdk_gphone64_x86_64,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de bruit Noir,299.99,4.5,122
1750699431753_128.jpg,2025-06-23T19:23:51.753000,f86b630c-252f-47f3-9816-82b82a8847c4,samsung SM-G970F,31 (S) 12,1080,2020,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de bruit,249.99,4.5,122
1750956098999_151.jpg,2025-06-26T18:41:38.999000,f86b630c-252f-47f3-9816-82b82a8847c4,samsung SM-G970F,31 (S) 12,1080,2020,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de brui...,299.99,4.5,122
1758545779314_186.jpg,2025-09-22T14:56:19.314000,7bdd4269-e185-4558-ac5c-8ad1c0c41cf3,Xiaomi M2010J19SY,29 (Q) 10,1080,2132,1,Casque circum-aural sans fil Bluetooth Bose QuietComfort à réduction de bruit Noir,249.99,4.5,125
1758546229858_236.jpg,2025-09-22T15:03:49.858000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,,249.99,,
1758546229858_236.jpg,2025-09-22T15:03:49.858000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,2,,229.99,,
1758546597545_252.jpg,2025-09-22T15:09:57.545000,b0f7847f-47f7-4c5c-9e32-329bf06c16f0,samsung SM-G998B,28 (P) 9,1600,900,1,,249.99,4.5,125
