filename,time,participant_id,device_model,android_version,screen_width,screen_height,rank,product_name,price,rating,review_count,is_ad
1764925006254_742.jpg,2025-12-05T09:56:46.254000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,JBL TUNE 770NC NOIR,69.99,,97,False
1764925006254_742.jpg,2025-12-05T09:56:46.254000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,2,MARSHALL MAJOR IV BT,69.99,,154,False
1764929059392_767.jpg,2025-12-05T11:04:19.392000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,JBL TUNE 770NC NOIR,69.99,,97,False
1764929059392_767.jpg,2025-12-05T11:04:19.392000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,2,MARSHALL MAJOR IV BT,69.99,,154,False
1764929862176_799.jpg,2025-12-05T11:17:42.176000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,JBL TUNE 770NC NOIR,69.99,,97,False
1764929862176_799.jpg,2025-12-05T11:17:42.176000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,2,MARSHALL MAJOR IV BT,69.99,,154,False
1765025067575_840.jpg,2025-12-06T13:44:27.575000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,SONY WH-CH520 NOIR,34.99,,90,False
1765025067575_840.jpg,2025-12-06T13:44:27.575000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,2,JBL TUNE 770NC NOIR,69.99,,97,False
1765135082329_877.jpg,2025-12-07T20:18:02.329000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,JBL TUNE 770NC NOIR,69.99,5.0,97,False
1765135082329_877.jpg,2025-12-07T20:18:02.329000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,2,"JBL TUNE 720BT NOIR, CASQUE CIRCUM SANS FIL",49.99,5.0,171,False
1765204819143_928.jpg,2025-12-08T15:40:19.143000,df8398ab-4328-40af-8f11-6d473dec6575,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,JBL TUNE 770NC NOIR,69.99,,97,False
1765204819143_928.jpg,2025-12-08T15:40:19.143000,df8398ab-4328-40af-8f11-6d473dec6575,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,2,SONY WH-CH520 NOIR,34.99,,,False
1765204819143_928.jpg,2025-12-08T15:40:19.143000,df8398ab-4328-40af-8f11-6d473dec6575,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,3,"JBL TUNE 720BT NOIR, CASQUE",,,,False
1765204956361_934.jpg,2025-12-08T15:42:36.361000,ec18e38e-cea3-4817-abf5-6a89e56b8d54,samsung SM-G970F,31 (S) 12,1080,2020,1,JBL TUNE 770NC NOIR,69.99,,97,False
1765204956361_934.jpg,2025-12-08T15:42:36.361000,ec18e38e-cea3-4817-abf5-6a89e56b8d54,samsung SM-G970F,31 (S) 12,1080,2020,2,BLUETOOTH SANS FIL WF-C510 - NOIR SONY ECOUTEURS,49.99,,,True
1765205458288_962.jpg,2025-12-08T15:50:58.288000,08496736-c5ac-4552-a056-396818154013,samsung SM-S908U,31 (S) 12,1080,2106,1,JBL TUNE 770NC NOIR,69.99,,97,False
1765205458288_962.jpg,2025-12-08T15:50:58.288000,08496736-c5ac-4552-a056-396818154013,samsung SM-S908U,31 (S) 12,1080,2106,2,SONY WH-CH520 NOIR,34.99,,90,False
1765205920709_1009.jpg,2025-12-08T15:58:40.709000,9ee0d6f1-2994-4681-a747-7bcef630b929,samsung SM-A346B,36 (VANILLA_ICE_CREAM) 16,1080,2340,1,JBL TUNE 770NC NOIR,69.99,,97,False
1765205920709_1009.jpg,2025-12-08T15:58:40.709000,9ee0d6f1-2994-4681-a747-7bcef630b929,samsung SM-A346B,36 (VANILLA_ICE_CREAM) 16,1080,2340,2,,34.99,,,False
1765205995716_1019.jpg,2025-12-08T15:59:55.716000,45875728-8929-401b-b2cb-73a939b26408,samsung SM-S928B,36 (VANILLA_ICE_CREAM) 16,1080,2340,1,JBL TUNE 770NC NOIR,69.99,,97,False
1765205995716_1019.jpg,2025-12-08T15:59:55.716000,45875728-8929-401b-b2cb-73a939b26408,samsung SM-S928B,36 (VANILLA_ICE_CREAM) 16,1080,2340,2,SONY WH-CH520 NOIR,34.99,,90,False
1765205995716_1019.jpg,2025-12-08T15:59:55.716000,45875728-8929-401b-b2cb-73a939b26408,samsung SM-S928B,36 (VANILLA_ICE_CREAM) 16,1080,2340,3,"JBL TUNE 720BT NOIR, CASQUE CIRCUM SANS FIL",49.99,,171,False
