filename,time,participant_id,device_model,android_version,screen_width,screen_height,rank,product_name,price,rating,sold_count
1763721322390_490.jpg,2025-11-21T11:35:22.390000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,,51.85,,1865
1763721322390_490.jpg,2025-11-21T11:35:22.390000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,2,,50.0,,252
1763721322390_490.jpg,2025-11-21T11:35:22.390000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,3,,,,
1763721322390_490.jpg,2025-11-21T11:35:22.390000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,4,,,,136
1763721373763_491.jpg,2025-11-21T11:36:13.763000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,51.85,,1865
1763721373763_491.jpg,2025-11-21T11:36:13.763000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,2,,50.0,,88
1763721373763_491.jpg,2025-11-21T11:36:13.763000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,3,,55.23,,26
1763721373763_491.jpg,2025-11-21T11:36:13.763000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,4,,58.65,,136
1763723467305_503.jpg,2025-11-21T12:11:07.305000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,,51.85,,1865
1763723467305_503.jpg,2025-11-21T12:11:07.305000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,2,,50.0,,252
1763723467305_503.jpg,2025-11-21T12:11:07.305000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,3,,47.86,,63
1763723467305_503.jpg,2025-11-21T12:11:07.305000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,4,,54.05,,119
1763809310955_513.jpg,2025-11-22T12:01:50.955000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,50.1,,1875
1763809310955_513.jpg,2025-11-22T12:01:50.955000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,2,,50.0,,94
1763809310955_513.jpg,2025-11-22T12:01:50.955000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,3,,58.65,,138
1763809310955_513.jpg,2025-11-22T12:01:50.955000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,4,,55.23,,26
1763810859846_527.jpg,2025-11-22T12:27:39.846000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,Imprimante Portable,50.1,,1875
1763810859846_527.jpg,2025-11-22T12:27:39.846000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,2,Imprimante Thermique,50.0,,253
1763810859846_527.jpg,2025-11-22T12:27:39.846000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,3,Imprimante thermique,,,26
1763810859846_527.jpg,2025-11-22T12:27:39.846000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,4,Imprimante de pochoir,,,50
1763813377243_542.jpg,2025-11-22T13:09:37.243000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,,50.1,,1875
1763813377243_542.jpg,2025-11-22T13:09:37.243000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,2,,50.0,,253
1763813377243_542.jpg,2025-11-22T13:09:37.243000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,3,,55.42,,121
1763813377243_542.jpg,2025-11-22T13:09:37.243000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,4,,47.86,,65
1763908835084_557.jpg,2025-11-23T15:40:35.084000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,,50.04,,1908
1763908835084_557.jpg,2025-11-23T15:40:35.084000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,2,,50.0,,256
1763908835084_557.jpg,2025-11-23T15:40:35.084000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,3,,,,
1763908835084_557.jpg,2025-11-23T15:40:35.084000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,4,,,,
1763910290027_569.jpg,2025-11-23T16:04:50.027000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,50.04,,1908
1763910290027_569.jpg,2025-11-23T16:04:50.027000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,2,,50.0,,256
