filename,time,participant_id,device_model,android_version,screen_width,screen_height,rank,product_name,price,rating,sold_count
1763122739685_339.jpg,2025-11-14T13:18:59.685000,047b9ed6-f4c9-453f-87cc-99024a056835,Xiaomi 23113RKC6C,35 (VANILLA_ICE_CREAM) 15,1440,3200,1,"Imprimante Thermique Portable Sans Encre, Imprimante Sans Fil de Voyage, Machine à",50.07,4.7,8000
1763128013051_342.jpg,2025-11-14T14:46:53.051000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,,50.07,4.7,8000
1763449782702_393.jpg,2025-11-18T08:09:42.702000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,"Imprimante Portable Sans Encre D810B, Imprimante Sans Fil de Voyage, Machine à",51.82,4.7,9000
1763539468604_404.jpg,2025-11-19T09:04:28.604000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,"Imprimante Portable Sans Encre D810B, Imprimante Sans Fil de Voyage, Machine à",51.85,4.7,9000
1763548178394_411.jpg,2025-11-19T11:29:38.394000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,,51.85,4.7,9000
1763569418492_419.jpg,2025-11-19T17:23:38.492000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,"Imprimante Portable Sans Encre D810B, Imprimante Sans Fil de Voyage, Machine à",51.85,4.7,9000
1763622876472_428.jpg,2025-11-20T08:14:36.472000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,"Imprimante Portable Sans Encre D810B, Imprimante Sans Fil de Voyage, Machine à",51.85,4.7,9000
1763625071873_444.jpg,2025-11-20T08:51:11.873000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,,51.85,4.7,9000
1763625244372_447.jpg,2025-11-20T08:54:04.372000,ec18e38e-cea3-4817-abf5-6a89e56b8d54,samsung SM-G970F,31 (S) 12,1080,2020,1,,51.85,4.7,9000
1763631504791_458.jpg,2025-11-20T10:38:24.791000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,,51.85,4.7,9000
1763720640445_484.jpg,2025-11-21T11:24:00.445000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,"Imprimante Portable Sans Encre D810B, Imprimante Sans Fil de Voyage, Machine à",51.85,4.7,9000
1763809498068_520.jpg,2025-11-22T12:04:58.068000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,50.1,4.7,9000
1763810967580_530.jpg,2025-11-22T12:29:27.580000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,,50.1,4.7,9000
1763813558376_548.jpg,2025-11-22T13:12:38.376000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,,50.1,4.7,9000
1763909021643_564.jpg,2025-11-23T15:43:41.643000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,,50.04,4.7,9000
1763995077621_583.jpg,2025-11-24T15:37:57.621000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,"Imprimante Portable Sans Encre D810B, Imprimante Sans Fil de Voyage, Machine à",50.04,4.7,9000
1764163154799_601.jpg,2025-11-26T14:19:14.799000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,47.36,4.7,9000
1764166746412_626.jpg,2025-11-26T15:19:06.412000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,"Imprimante Portable Sans Encre D810B, Imprimante Sans Fil de Voyage, Machine à",47.36,4.7,9000
1764234559344_641.jpg,2025-11-27T10:09:19.344000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,,47.36,4.7,9000
1764235922365_660.jpg,2025-11-27T10:32:02.365000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,,47.36,4.7,9000
1764236012283_663.jpg,2025-11-27T10:33:32.283000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,"Imprimante Portable Sans Encre D810B, Imprimante Sans Fil de Voyage, Machine à",47.36,4.7,9000
1764348178516_704.jpg,2025-11-28T17:42:58.516000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,47.36,4.7,9000
1765135596771_901.jpg,2025-12-07T20:26:36.771000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,47.76,4.7,10000
1765205916835_1008.jpg,2025-12-08T15:58:36.835000,ec18e38e-cea3-4817-abf5-6a89e56b8d54,samsung SM-G970F,31 (S) 12,1080,2020,1,,51.47,4.7,10000
1765265379046_1100.jpg,2025-12-09T08:29:39.046000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,,51.47,4.7,10000
