filename,time,position,hotel_name,price,rating,is_ad,participant_id,device_model,android_version,screen_width,screen_height
1763635405202_459.jpg,2025-11-20T11:43:25.202000,1,YOTEL New York Times Square,484.0,7.6,False,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1763635405202_459.jpg,2025-11-20T11:43:25.202000,2,Hyatt Place New York/Midtown-South,450.0,8.2,False,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1763635405202_459.jpg,2025-11-20T11:43:25.202000,3,Hotel Scherman,551.0,9.2,False,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1763635658686_460.jpg,2025-11-20T11:47:38.686000,1,voco Astoria by IHG,342.0,8.5,False,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798
1763635658686_460.jpg,2025-11-20T11:47:38.686000,2,MOXY NYC Times Square,646.0,8.1,True,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798
1763639126279_468.jpg,2025-11-20T12:45:26.279000,1,"The Mayfair Hotel Times Square, an Ascend Collection",436.0,8.3,False,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1763639126279_468.jpg,2025-11-20T12:45:26.279000,2,The Manhattan at Times Square,531.0,5.5,True,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1763639126279_468.jpg,2025-11-20T12:45:26.279000,3,Hyatt Place New York/Midtown-South,450.0,8.2,False,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1763642791855_469.jpg,2025-11-20T13:46:31.855000,1,voco Astoria by IHG,338.0,8.5,False,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400
1763642791855_469.jpg,2025-11-20T13:46:31.855000,2,Residence Inn New York Downtown Manhattan/Financial District,478.0,8.1,True,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400
1763642791855_469.jpg,2025-11-20T13:46:31.855000,3,Hyatt Place New York/Midtown-South,,8.2,False,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400
1763809238769_510.jpg,2025-11-22T12:00:38.769000,1,"The Mayfair Hotel Times Square, an Ascend Collection",438.0,8.3,False,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1763809238769_510.jpg,2025-11-22T12:00:38.769000,2,New York Hilton Midtown,750.0,7.4,True,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1763809238769_510.jpg,2025-11-22T12:00:38.769000,3,Hyatt Place New York/Midtown-South,469.0,8.2,False,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1763810799443_524.jpg,2025-11-22T12:26:39.443000,1,Hyatt Place New York/Midtown-South,469.0,8.2,False,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798
1763810799443_524.jpg,2025-11-22T12:26:39.443000,2,New York Hilton Midtown,750.0,7.4,True,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798
1763810799443_524.jpg,2025-11-22T12:26:39.443000,3,Courtyard New York Downtown Manhattan/Financial District,,7.9,False,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798
1763813310940_539.jpg,2025-11-22T13:08:30.940000,1,Hyatt Place New York/Midtown-South,469.0,8.2,False,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400
1763813310940_539.jpg,2025-11-22T13:08:30.940000,2,New Yorker by Lotte Hotels,620.0,7.7,True,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400
1763813310940_539.jpg,2025-11-22T13:08:30.940000,3,Courtyard New York Downtown Manhattan/Financial District,412.0,7.9,False,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400
1763908765795_554.jpg,2025-11-23T15:39:25.795000,1,Holiday Inn New York City - Wall Street by IHG,444.0,7.2,False,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798
1763908765795_554.jpg,2025-11-23T15:39:25.795000,2,Hampton Inn Manhattan-35th St Empire State Bldg,581.0,8.4,True,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798
1763910232616_566.jpg,2025-11-23T16:03:52.616000,1,"The Mayfair Hotel Times Square, an Ascend Collection",438.0,8.3,False,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1763910232616_566.jpg,2025-11-23T16:03:52.616000,2,Riu Plaza Manhattan Times Square,662.0,8.7,True,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1763910232616_566.jpg,2025-11-23T16:03:52.616000,3,Holiday Inn New York City - Wall Street by IHG,444.0,7.2,False,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1763994845755_573.jpg,2025-11-24T15:34:05.755000,1,Hyatt Place New York/Midtown-South,473.0,8.2,False,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1763994845755_573.jpg,2025-11-24T15:34:05.755000,2,The Chelsean New York,444.0,7.1,True,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1763994845755_573.jpg,2025-11-24T15:34:05.755000,3,Courtyard New York Downtown Manhattan/Financial District,412.0,7.9,False,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1764162823130_591.jpg,2025-11-26T14:13:43.130000,1,"The Mayfair Hotel Times Square, an Ascend Collection",436.0,8.3,False,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1764162823130_591.jpg,2025-11-26T14:13:43.130000,2,The Manhattan at Times Square,531.0,5.5,True,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1764162823130_591.jpg,2025-11-26T14:13:43.130000,3,Hyatt Place New York/Midtown-South,478.0,8.2,False,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1764164843800_604.jpg,2025-11-26T14:47:23.800000,1,voco Astoria by IHG,349.0,8.6,False,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798
1764164843800_604.jpg,2025-11-26T14:47:23.800000,2,The Manhattan at Times Square,531.0,5.5,True,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798
1764164843800_604.jpg,2025-11-26T14:47:23.800000,3,Hyatt Place New York/Midtown-South,,,False,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798
1764166477499_618.jpg,2025-11-26T15:14:37.499000,1,Hyatt Place New York/Midtown-South,478.0,8.2,False,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1764166477499_618.jpg,2025-11-26T15:14:37.499000,2,citizenM New York Times Square,617.0,8.8,True,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1764166477499_618.jpg,2025-11-26T15:14:37.499000,3,Hotel Belleclaire Central Park,491.0,8.4,False,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1764167017034_628.jpg,2025-11-26T15:23:37.034000,1,voco Astoria by IHG,349.0,8.6,False,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400
1764167017034_628.jpg,2025-11-26T15:23:37.034000,2,citizenM New York Times Square,617.0,8.8,True,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400
1764167017034_628.jpg,2025-11-26T15:23:37.034000,3,Hyatt Place New York/Midtown-South,478.0,8.2,False,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400
1764234379479_633.jpg,2025-11-27T10:06:19.479000,1,voco Astoria by IHG,348.0,8.6,False,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798
1764234379479_633.jpg,2025-11-27T10:06:19.479000,2,Riu Plaza Manhattan Times Square,604.0,8.7,True,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798
1764235010452_645.jpg,2025-11-27T10:16:50.452000,1,voco Astoria by IHG,348.0,8.6,False,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400
1764235010452_645.jpg,2025-11-27T10:16:50.452000,2,M Social Hotel New York Downtown,679.0,7.9,True,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400
1764235010452_645.jpg,2025-11-27T10:16:50.452000,3,Hyatt Place New York/Midtown-South,476.0,8.2,False,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400
1764235625361_651.jpg,2025-11-27T10:27:05.361000,1,"The Mayfair Hotel Times Square, an Ascend Collection",435.0,8.3,False,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1764235625361_651.jpg,2025-11-27T10:27:05.361000,2,New York Hilton Midtown,744.0,7.4,True,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1764235625361_651.jpg,2025-11-27T10:27:05.361000,3,Hyatt Place New York/Midtown-South,476.0,8.2,False,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457
1764236794978_665.jpg,2025-11-27T10:46:34.978000,1,Hyatt Place New York/Midtown-South,478.0,8.2,False,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1764236794978_665.jpg,2025-11-27T10:46:34.978000,2,citizenM New York Times Square,617.0,8.8,True,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1764236794978_665.jpg,2025-11-27T10:46:34.978000,3,Hotel Belleclaire Central Park,491.0,8.4,False,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1764321089974_672.jpg,2025-11-28T10:11:29.974000,1,Hyatt Place New York/Midtown-South,471.0,8.2,False,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1764321089974_672.jpg,2025-11-28T10:11:29.974000,2,New Yorker by Lotte Hotels,615.0,7.7,True,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
1764321089974_672.jpg,2025-11-28T10:11:29.974000,3,Hotel Belleclaire Central Park,490.0,8.4,False,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200
