filename,time,participant_id,device_model,android_version,screen_width,screen_height,rank,product_name,price,rating,review_count
1763624963309_441.jpg,2025-11-20T08:49:23.309000,ec18e38e-cea3-4817-abf5-6a89e56b8d54,samsung SM-G970F,31 (S) 12,1080,2020,1,APPLE AirPods 4,119.0,4.6,230
1763631411202_456.jpg,2025-11-20T10:36:51.202000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,APPLE AirPods 4,,4.6,230
1763720375747_475.jpg,2025-11-21T11:19:35.747000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,APPLE AirPods 4,119.0,4.6,230
1763720378562_476.jpg,2025-11-21T11:19:38.562000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,APPLE AirPods 4,119.0,4.6,230
1763809404935_517.jpg,2025-11-22T12:03:24.935000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,APPLE AirPods 4,119.0,4.6,230
1763908930111_561.jpg,2025-11-23T15:42:10.111000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,APPLE AirPods 4,109.0,4.6,231
1763995003622_580.jpg,2025-11-24T15:36:43.622000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,APPLE AirPods 4,119.0,4.6,230
1763995003622_580.jpg,2025-11-24T15:36:43.622000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,2,,119.0,,
1763995003622_580.jpg,2025-11-24T15:36:43.622000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,3,,179.0,,
1764163032105_598.jpg,2025-11-26T14:17:12.105000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,APPLE AirPods 4,109.0,4.6,232
1764166604429_623.jpg,2025-11-26T15:16:44.429000,739a55c0-bb91-4066-898b-783475d44d11,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,APPLE AirPods 4,119.0,4.6,230
1764234536223_640.jpg,2025-11-27T10:08:56.223000,0e37ec0f-78f2-48f2-ab07-14f8ffd9b642,CROSSCALL Trekker-X4,28 (P) 9,1080,1798,1,APPLE AirPods 4,109.0,4.6,234
1764236917241_671.jpg,2025-11-27T10:48:37.241000,4f3ea42b-1405-491f-ad94-8146aee9ac45,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,APPLE AirPods 4,119.0,4.6,230
1764929692803_790.jpg,2025-12-05T11:14:52.803000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,APPLE AirPods 4,109.0,4.6,239
1765025419022_857.jpg,2025-12-06T13:50:19.022000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,APPLE AirPods 4,109.0,4.6,241
1765025419022_857.jpg,2025-12-06T13:50:19.022000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,2,APPLE AirPods 4,169.0,4.6,241
1765135492169_896.jpg,2025-12-07T20:24:52.169000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,APPLE AirPods 4,109.0,4.6,243
1765205787320_985.jpg,2025-12-08T15:56:27.320000,ec18e38e-cea3-4817-abf5-6a89e56b8d54,samsung SM-G970F,31 (S) 12,1080,2020,1,,109.0,,
1765205787320_985.jpg,2025-12-08T15:56:27.320000,ec18e38e-cea3-4817-abf5-6a89e56b8d54,samsung SM-G970F,31 (S) 12,1080,2020,2,,169.0,,
1765226187983_1061.jpg,2025-12-08T21:36:27.983000,1f3b7cb8-df82-4259-85d7-ded487a42a5e,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,APPLE AirPods 4,109.0,4.6,244
1765265287328_1095.jpg,2025-12-09T08:28:07.328000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,APPLE AirPods 4,109.0,4.6,245
1765315096108_1132.jpg,2025-12-09T22:18:16.108000,a3fc7f13-95cc-4518-b307-dc6da9557a02,samsung SM-G970F,31 (S) 12,1080,2020,1,APPLE AirPods 4,109.0,4.6,246
