filename,time,participant_id,device_model,android_version,screen_width,screen_height,rank,product_name,price,rating,review_count
1762617638398_336.jpg,2025-11-08T17:00:38.398000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,APPLE AirPods 4,119.0,4.6,222
1762617638398_336.jpg,2025-11-08T17:00:38.398000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,2,APPLE AirPods 4,179.0,4.6,222
1763128899066_348.jpg,2025-11-14T15:01:39.066000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,APPLE AirPods 4,119.0,4.6,225
1763130098732_357.jpg,2025-11-14T15:21:38.732000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,APPLE AirPods 4,119.0,4.6,226
1763284455539_370.jpg,2025-11-16T10:14:15.539000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,APPLE AirPods 4,119.0,4.6,228
1763370596297_378.jpg,2025-11-17T10:09:56.297000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,APPLE AirPods 4,119.0,4.6,228
1763446741954_389.jpg,2025-11-18T07:19:01.954000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,APPLE AirPods 4,119.0,4.6,229
1763539359902_401.jpg,2025-11-19T09:02:39.902000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,APPLE AirPods 4,119.0,4.6,229
1763548087729_408.jpg,2025-11-19T11:28:07.729000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,APPLE AirPods 4,119.0,4.6,229
1763569321268_416.jpg,2025-11-19T17:22:01.268000,0e9b1129-036c-45d9-aa1a-dca2a03a99ae,Google Pixel 8a,36 (VANILLA_ICE_CREAM) 16,1080,2400,1,APPLE AirPods 4,119.0,4.6,229
1763622765728_425.jpg,2025-11-20T08:12:45.728000,160b7ccf-7007-4014-b322-9266b2cbf044,samsung SM-A326B,31 (S) 12,720,1457,1,APPLE AirPods 4,119.0,4.6,230
1763624922265_438.jpg,2025-11-20T08:48:42.265000,c19c02da-47fa-4c0a-8ee1-acde0de0b4a2,Xiaomi 23113RKC6C,36 (VANILLA_ICE_CREAM) 16,1440,3200,1,APPLE AirPods 4,119.0,4.6,229
